# File containing a listing of the fitness of the top-ranked
# individual for each ligand docked in GOLD.
#
# Format is:
#
#     Score     S(PLP)   S(hbond)     S(cho)   S(metal)  DE(clash)   DE(tors)     intcor     time                               File name                Ligand name

     56.73     -46.64       3.44       0.00       0.00       0.00       0.55       0.86   10.082         './gold_soln_AV-procd_m173_8.sdf'    'AV-unprocessed.smi:23'
     57.52     -48.05       4.08       0.00       0.00       0.00       1.82       0.86   12.302         './gold_soln_AV-procd_m174_7.sdf'    'AV-unprocessed.smi:23'
     59.32     -54.56       2.69       0.00       0.00       0.00       1.69       0.07   12.269        './gold_soln_AV-procd_m175_10.sdf'    'AV-unprocessed.smi:24'
     61.26     -59.29       1.00       0.00       0.00       0.00       0.57       0.09   12.615         './gold_soln_AV-procd_m176_2.sdf'    'AV-unprocessed.smi:24'
     61.17     -58.11       2.01       0.00       0.00       0.00       1.59       0.20   12.311         './gold_soln_AV-procd_m177_5.sdf'    'AV-unprocessed.smi:24'
     59.66     -53.40       3.07       0.00       0.00       0.00       1.51       0.08   12.281         './gold_soln_AV-procd_m178_4.sdf'    'AV-unprocessed.smi:24'
     54.63     -51.42       1.33       0.00       0.00       0.00       0.40       0.03    7.085         './gold_soln_AV-procd_m179_1.sdf'    'AV-unprocessed.smi:25'
     54.51     -48.87       2.00       0.00       0.00       0.00       0.21       0.04    7.084         './gold_soln_AV-procd_m180_6.sdf'    'AV-unprocessed.smi:25'
     54.98     -51.98       1.28       0.00       0.00       0.00       0.48       0.10    7.003         './gold_soln_AV-procd_m181_1.sdf'    'AV-unprocessed.smi:25'
     51.59     -49.19       0.62       0.24       0.00       0.00       0.18       0.18    7.178        './gold_soln_AV-procd_m182_10.sdf'    'AV-unprocessed.smi:25'
     58.45     -55.68       1.69       0.00       0.00       0.00       1.38       0.33   10.451         './gold_soln_AV-procd_m183_2.sdf'    'AV-unprocessed.smi:26'
     55.44     -48.61       2.76       0.00       0.00       0.00       0.86       0.28   10.388        './gold_soln_AV-procd_m184_10.sdf'    'AV-unprocessed.smi:26'
     56.68     -52.43       1.98       1.00       0.00       0.00       2.47       0.27   10.449         './gold_soln_AV-procd_m185_8.sdf'    'AV-unprocessed.smi:26'
     62.21     -55.41       2.67       0.00       0.00       0.00       0.88       0.34   10.162         './gold_soln_AV-procd_m186_1.sdf'    'AV-unprocessed.smi:26'
     57.74     -47.36       2.98       1.00       0.00       0.00       0.91       0.19   10.580         './gold_soln_AV-procd_m187_7.sdf'    'AV-unprocessed.smi:27'
     57.50     -52.85       1.00       1.00       0.00       0.00       0.77       0.17   10.293         './gold_soln_AV-procd_m188_9.sdf'    'AV-unprocessed.smi:27'
     56.08     -54.85       1.24       0.00       0.00       0.00       1.26       0.03    7.156         './gold_soln_AV-procd_m189_2.sdf'    'AV-unprocessed.smi:28'
     58.95     -52.06       2.16       1.00       0.00       0.00       1.30       0.03    7.052         './gold_soln_AV-procd_m190_5.sdf'    'AV-unprocessed.smi:28'
     58.76     -57.00       1.83       0.00       0.00       0.00       1.98       0.24   11.622         './gold_soln_AV-procd_m191_9.sdf'    'AV-unprocessed.smi:29'
     62.66     -57.40       2.26       0.00       0.00       1.35       0.53       0.82   11.759         './gold_soln_AV-procd_m192_6.sdf'    'AV-unprocessed.smi:29'
     63.97     -58.15       2.59       0.00       0.00       0.05       1.04       0.18   12.366        './gold_soln_AV-procd_m193_10.sdf'    'AV-unprocessed.smi:30'
     56.65     -52.17       1.82       0.00       0.00       0.00       0.54       0.09    3.878         './gold_soln_AV-procd_m194_3.sdf'    'AV-unprocessed.smi:30'
     53.03     -47.97       1.81       0.00       0.00       0.00       0.19       0.02    7.945         './gold_soln_AV-procd_m195_8.sdf'    'AV-unprocessed.smi:31'
     61.78     -49.67       3.44       1.00       0.00       0.00       0.64       0.01    8.195         './gold_soln_AV-procd_m196_1.sdf'    'AV-unprocessed.smi:31'
     50.54     -41.14       3.36       0.00       0.00       0.00       0.36       0.03    4.311         './gold_soln_AV-procd_m197_2.sdf'    'AV-unprocessed.smi:32'
     53.81     -54.48       0.00       0.00       0.00       0.00       0.36       0.04    7.203         './gold_soln_AV-procd_m198_4.sdf'    'AV-unprocessed.smi:32'
     61.13     -61.12       1.95       0.00       0.00       0.00       5.57       4.26   21.352         './gold_soln_AV-procd_m199_5.sdf'    'AV-unprocessed.smi:33'
     71.14     -62.86       3.09       0.00       0.00       0.04       2.36       3.74   12.963         './gold_soln_AV-procd_m200_4.sdf'    'AV-unprocessed.smi:33'
     75.04     -65.14       4.48       0.00       0.00       0.00       4.09       4.63   19.599         './gold_soln_AV-procd_m201_9.sdf'    'AV-unprocessed.smi:33'
     65.59     -64.50       2.36       0.00       0.00       0.05       4.84       3.73   21.060         './gold_soln_AV-procd_m202_5.sdf'    'AV-unprocessed.smi:33'
     61.10     -57.44       1.98       0.00       0.00       0.00       3.21       4.16   22.312         './gold_soln_AV-procd_m203_2.sdf'    'AV-unprocessed.smi:33'
     64.65     -56.92       3.44       0.00       0.00       0.00       3.22       3.80   21.664         './gold_soln_AV-procd_m204_8.sdf'    'AV-unprocessed.smi:33'
     66.29     -61.91       3.23       0.00       0.00       0.00       4.70       4.04   20.947         './gold_soln_AV-procd_m205_3.sdf'    'AV-unprocessed.smi:33'
     71.07     -69.08       2.00       0.00       0.00       1.52       3.56       4.63   14.489         './gold_soln_AV-procd_m206_7.sdf'    'AV-unprocessed.smi:33'
     63.89     -64.76       1.36       0.00       0.00       0.01       4.31       3.68   21.099         './gold_soln_AV-procd_m207_9.sdf'    'AV-unprocessed.smi:33'
     60.79     -60.75       1.00       0.00       0.00       0.00       3.67       4.39   20.985         './gold_soln_AV-procd_m208_3.sdf'    'AV-unprocessed.smi:33'
     69.14     -64.07       2.52       0.00       0.00       0.01       3.62       4.29   21.811         './gold_soln_AV-procd_m209_7.sdf'    'AV-unprocessed.smi:33'
     66.32     -67.80       0.99       0.00       0.00       0.01       4.59       4.74   21.650         './gold_soln_AV-procd_m210_9.sdf'    'AV-unprocessed.smi:33'
     67.55     -66.65       1.98       0.00       0.00       0.00       4.55       4.06   21.528         './gold_soln_AV-procd_m211_8.sdf'    'AV-unprocessed.smi:33'
     64.04     -60.77       1.80       0.00       0.00       0.00       3.36       4.14   21.111         './gold_soln_AV-procd_m212_7.sdf'    'AV-unprocessed.smi:33'
     68.17     -62.06       3.09       0.00       0.00       1.54       3.24       4.86   21.548         './gold_soln_AV-procd_m213_7.sdf'    'AV-unprocessed.smi:33'
     65.38     -63.60       2.28       0.00       0.00       0.01       4.65       4.24   21.555         './gold_soln_AV-procd_m214_7.sdf'    'AV-unprocessed.smi:33'
     69.19     -68.71       0.98       0.00       0.00       0.00       1.39       0.32   15.001         './gold_soln_AV-procd_m215_3.sdf'    'AV-unprocessed.smi:34'
     75.72     -67.32       3.54       0.00       0.00       0.00       1.15       0.09    6.551         './gold_soln_AV-procd_m216_3.sdf'    'AV-unprocessed.smi:34'
     65.10     -56.49       3.86       0.00       0.00       0.00       1.60       0.15   15.418         './gold_soln_AV-procd_m217_5.sdf'    'AV-unprocessed.smi:34'
     67.05     -60.43       3.55       0.00       0.00       0.00       2.14       0.24   15.092        './gold_soln_AV-procd_m218_10.sdf'    'AV-unprocessed.smi:34'
     62.31     -58.83       0.94       0.85       0.00       0.00       1.11       0.29   15.077         './gold_soln_AV-procd_m219_1.sdf'    'AV-unprocessed.smi:34'
     73.49     -64.98       3.93       0.00       0.00       0.00       1.81       0.16   15.454         './gold_soln_AV-procd_m220_1.sdf'    'AV-unprocessed.smi:34'
     61.63     -55.42       2.93       0.81       0.00       0.12       2.78       0.16   15.258         './gold_soln_AV-procd_m221_1.sdf'    'AV-unprocessed.smi:34'
     69.87     -63.07       3.52       0.00       0.00       0.00       1.99       0.23   15.424         './gold_soln_AV-procd_m222_8.sdf'    'AV-unprocessed.smi:34'
     63.28     -58.87       2.54       0.00       0.00       0.00       1.70       0.21   15.168         './gold_soln_AV-procd_m223_8.sdf'    'AV-unprocessed.smi:34'
     68.66     -56.41       3.68       0.94       0.00       0.00       1.13       0.24    4.594         './gold_soln_AV-procd_m224_1.sdf'    'AV-unprocessed.smi:34'
     62.45     -58.61       1.96       0.00       0.00       0.00       1.36       0.08   15.062         './gold_soln_AV-procd_m225_1.sdf'    'AV-unprocessed.smi:34'
     63.43     -55.11       3.75       0.00       0.00       0.00       1.56       0.18   14.955         './gold_soln_AV-procd_m226_9.sdf'    'AV-unprocessed.smi:34'
     61.34     -56.48       2.25       0.00       0.00       0.00       1.58       0.79   15.139         './gold_soln_AV-procd_m227_5.sdf'    'AV-unprocessed.smi:34'
     68.06     -62.38       3.58       0.00       0.00       0.00       2.71       0.11   15.332         './gold_soln_AV-procd_m228_6.sdf'    'AV-unprocessed.smi:34'
     59.98     -55.10       1.72       1.00       0.00       0.00       1.89       0.23   15.734         './gold_soln_AV-procd_m229_6.sdf'    'AV-unprocessed.smi:34'
     64.09     -53.72       3.83       1.00       0.00       0.00       2.10       0.08   15.631         './gold_soln_AV-procd_m230_9.sdf'    'AV-unprocessed.smi:34'
     66.53     -53.92       4.39       1.00       0.00       0.00       1.92       0.27   16.589        './gold_soln_AV-procd_m231_10.sdf'    'AV-unprocessed.smi:34'
     76.63     -66.25       3.53       0.00       0.00       0.00       0.83       0.53   16.622         './gold_soln_AV-procd_m232_1.sdf'    'AV-unprocessed.smi:34'
     68.20     -62.34       2.93       0.00       0.00       0.00       1.60       0.26   16.902         './gold_soln_AV-procd_m233_6.sdf'    'AV-unprocessed.smi:34'
     67.24     -69.16       1.00       0.00       0.00       2.46       1.63       0.44   16.751         './gold_soln_AV-procd_m234_1.sdf'    'AV-unprocessed.smi:34'
     67.05     -58.03       4.08       0.00       0.00       0.17       1.68       0.33   16.331         './gold_soln_AV-procd_m235_4.sdf'    'AV-unprocessed.smi:34'
     73.56     -61.45       4.73       0.00       0.00       0.00       1.48       0.41   16.606         './gold_soln_AV-procd_m236_1.sdf'    'AV-unprocessed.smi:34'
     64.28     -60.54       1.87       0.41       0.00       0.00       1.69       0.27   16.769         './gold_soln_AV-procd_m237_7.sdf'    'AV-unprocessed.smi:34'
     65.06     -60.31       2.92       0.00       0.00       0.12       2.19       0.48   16.175        './gold_soln_AV-procd_m238_10.sdf'    'AV-unprocessed.smi:34'
     65.32     -57.29       2.56       0.74       0.00       0.01       1.36       0.58   16.831         './gold_soln_AV-procd_m239_6.sdf'    'AV-unprocessed.smi:34'
     70.28     -58.01       4.25       1.00       0.00       0.00       1.91       0.33   16.348        './gold_soln_AV-procd_m240_10.sdf'    'AV-unprocessed.smi:34'
     60.33     -55.88       1.98       0.00       0.00       0.00       1.04       0.12   16.412         './gold_soln_AV-procd_m241_3.sdf'    'AV-unprocessed.smi:34'
     78.35     -73.73       2.23       0.00       0.00       0.00       1.72       0.59   16.110         './gold_soln_AV-procd_m242_2.sdf'    'AV-unprocessed.smi:34'
     69.00     -63.74       3.00       0.00       0.00       0.00       1.96       0.19   16.027         './gold_soln_AV-procd_m243_8.sdf'    'AV-unprocessed.smi:34'
     64.42     -56.53       4.21       0.10       0.00       0.00       2.70       0.37   16.396         './gold_soln_AV-procd_m244_7.sdf'    'AV-unprocessed.smi:34'
     64.05     -60.21       2.22       0.00       0.00       0.04       1.71       0.40   15.706         './gold_soln_AV-procd_m245_5.sdf'    'AV-unprocessed.smi:34'
     66.03     -61.92       2.89       0.00       0.00       0.00       2.71       0.49   16.600         './gold_soln_AV-procd_m246_1.sdf'    'AV-unprocessed.smi:34'
     48.41     -32.06       5.65       0.00       0.00       0.00       0.32       0.02    9.232         './gold_soln_AV-procd_m247_1.sdf'    'AV-unprocessed.smi:35'
     38.02     -28.70       2.20       1.00       0.00       0.00       0.15       0.01    9.286         './gold_soln_AV-procd_m248_8.sdf'    'AV-unprocessed.smi:35'
     45.81     -30.76       4.04       1.00       0.00       0.00       0.04       0.01    9.450         './gold_soln_AV-procd_m249_5.sdf'    'AV-unprocessed.smi:35'
     40.81     -32.10       3.38       0.00       0.00       0.00       0.72       0.03    9.268         './gold_soln_AV-procd_m250_7.sdf'    'AV-unprocessed.smi:35'
     48.24     -27.89       5.79       1.21       0.00       0.00       0.35       0.04    7.509         './gold_soln_AV-procd_m251_8.sdf'    'AV-unprocessed.smi:35'
     38.72     -25.93       4.34       0.00       0.00       0.00       0.27       0.30    2.812         './gold_soln_AV-procd_m252_3.sdf'    'AV-unprocessed.smi:35'
     44.70     -26.95       4.81       1.36       0.00       0.00       0.42       0.07    9.511         './gold_soln_AV-procd_m253_8.sdf'    'AV-unprocessed.smi:35'
     38.74     -25.47       4.90       0.00       0.00       0.00       0.74       0.06    5.504         './gold_soln_AV-procd_m254_5.sdf'    'AV-unprocessed.smi:35'
     40.32     -28.93       3.05       1.00       0.00       0.00       0.42       0.06    9.314         './gold_soln_AV-procd_m255_9.sdf'    'AV-unprocessed.smi:35'
     41.90     -29.87       4.14       0.36       0.00       0.00       0.77       0.07    9.478         './gold_soln_AV-procd_m256_3.sdf'    'AV-unprocessed.smi:35'
     41.15     -23.50       5.15       1.00       0.00       0.00       0.49       0.19    6.534         './gold_soln_AV-procd_m257_4.sdf'    'AV-unprocessed.smi:35'
     40.04     -27.49       4.58       0.00       0.00       0.00       0.61       0.03    9.401         './gold_soln_AV-procd_m258_7.sdf'    'AV-unprocessed.smi:35'
     40.83     -28.87       3.75       0.50       0.00       0.00       0.44       0.09    9.312         './gold_soln_AV-procd_m259_5.sdf'    'AV-unprocessed.smi:35'
     43.74     -28.38       5.16       0.00       0.00       0.00       0.06       0.01    9.371         './gold_soln_AV-procd_m260_8.sdf'    'AV-unprocessed.smi:35'
     40.04     -22.37       5.00       1.00       0.00       0.00       0.18       0.01    9.398         './gold_soln_AV-procd_m261_1.sdf'    'AV-unprocessed.smi:35'
     42.81     -31.25       2.96       1.00       0.00       0.00       0.17       0.02    9.365         './gold_soln_AV-procd_m262_2.sdf'    'AV-unprocessed.smi:35'
     49.92     -30.83       5.41       1.00       0.00       0.00       0.07       0.02    6.674         './gold_soln_AV-procd_m263_7.sdf'    'AV-unprocessed.smi:35'
     33.67     -23.13       3.61       0.00       0.00       0.00       0.15       0.01    3.769         './gold_soln_AV-procd_m264_4.sdf'    'AV-unprocessed.smi:35'
     46.59     -26.87       6.58       0.00       0.00       0.00       0.01       0.01    7.710         './gold_soln_AV-procd_m265_4.sdf'    'AV-unprocessed.smi:35'
     41.48     -27.29       4.85       0.00       0.00       0.00       0.20       0.04    5.686         './gold_soln_AV-procd_m266_1.sdf'    'AV-unprocessed.smi:35'
     47.52     -31.12       4.52       1.00       0.00       0.00       0.09       0.03    9.608         './gold_soln_AV-procd_m267_5.sdf'    'AV-unprocessed.smi:35'
     42.62     -30.66       2.99       1.00       0.00       0.00       0.15       0.29    8.501         './gold_soln_AV-procd_m268_7.sdf'    'AV-unprocessed.smi:35'
     43.36     -27.42       4.41       1.00       0.00       0.00       0.17       0.06    9.749         './gold_soln_AV-procd_m269_2.sdf'    'AV-unprocessed.smi:35'
     41.28     -27.71       4.99       0.00       0.00       0.00       0.72       0.04    9.571         './gold_soln_AV-procd_m270_1.sdf'    'AV-unprocessed.smi:35'
     45.81     -30.17       4.23       1.00       0.00       0.00       0.06       0.07    5.735         './gold_soln_AV-procd_m271_5.sdf'    'AV-unprocessed.smi:35'
     41.40     -26.13       4.66       0.99       0.00       0.00       0.87       0.06    9.696         './gold_soln_AV-procd_m272_5.sdf'    'AV-unprocessed.smi:35'
